text,emotion
Some noisy guests arrived at the hotel.  I had been slightly irritated earlier.  At night when I was trying to sleep they were having a party so I went and yelled at them.  I wanted to sleep as I had to get up early the next day.,anger
"Recently when my sister, who is four years younger than me and very spoiled, shouted at my mother for no apparent reason .  The heart-broken expression on my mother's face made me feel very angry.",anger
On the way home from Marstrand I was driving behind my father's car.  Another car tried to push in front of my father and he was forced to swerve and he thus collided the car with a pillar.  The other car drove off without even seeing what had happened.,anger
In a course I thought that I deserved good marks but I only got ordinary marks with no justification as to why I was given these marks.,anger
"When it became clear that a man had used many people sexually and psychologically, despite the fact that many people looked up to him.  I understood that one could not trust him and I was forced to hide this for a while.",anger
When after a lot of provocation my child threw a plate on the floor.,anger
"When I was forced to call the telephone company about a bill concerning a disconnected phone belonging to my landlord.  The bill was four months overdue and in the meanwhile he had been using my phone, he seemed to have no intention of having his own phone reconnected.",anger
[ After an examine I had been satisfied with.],anger
Jealous of my husband's old girlfriend.  We met her with her husband and there was a lot of reminiscing.,anger
Exchange of points of view with my sister on a family matter.,anger
"At a cash desk where I had gone to buy 16 rolls of kitchen paper at a reduced price.  After queuing with screaming children; it turned out that I had taken two 8 roll packets instead of the one 16 roll packet to which the rebate applied.  The assistant said ""You will have to get it another time.""",anger
An unjust refree decision at a sports event when I was the team leader.,anger
A drummer who had borrowed my drums destroyed both the drumskin and the sticks.  He did not repair them nor did he tell me about it.,anger
When I told off a computer teacher who did not want to teach me beacause of prejudice.,anger
[ No response.],anger
[ No response.],anger
When the morning newspaper has not arrived.,anger
"When I argue with my boyfriend, I feel as though he feels superior to me.",anger
When during Winter the water pipes froze and we did not have any water for two days.,anger
When our religion teacher presented shocking sectarian thoughts and doom's day as official teaching.,anger
"In the student kitchen that we share, somebody drank from my juice pot (one litre) so that I only got one glass out of the whole pot.",anger
I missed the train and had to wait for the next for two hours. For this reason I missed an appointment which had been very important for me.,anger
I was watching TV with a friend. After the first film I wanted to watch another film on the same channel. My friend switched over to the other cannel without asking me what I wanted.,anger
"I moved to a flat. A friend who had lived there before, had left the flat in a terrible mess. I was very angry about that sloppiness and impudence.",anger
"A friend suggested in a round-about way that the reason we were late for something was because of me, and that I'm often late. I know this was partly true, but felt it unjustified that particular time and I felt I couldn't do  anything about it anyway (i.e. being late).",anger
During a fight with my best friend.,anger
"At my father's treatment of my mother, at his disregard for her, and not being committed to her.",anger
"I told my boy friend not to park in a certain place because the car would ger towed away - he didn't listen and it was towed away. At that stage, our finances were below the poverty line & it cost us $10.00 - all the money we had to get us through that week (including rent).",anger
"Getting a terrible exam mark, which I couldn't understand the reason for, and trying to see a lecturer or tutor, but being given the runaround.",anger
When a close relative is treated badly.,anger
When my father's new fiancee treats me like a child.  She does not trust me and constantly misunderstands me.  I get particularly angry when she says nasty things about my boyfriend with whom she works.,anger
My parents did not approve my choice of a boyfriend (now an ex-boyfriend).  He happened to be 13 years older than me and he was considered completely unsuitable for me.  IDIOT.,anger
"There was a sofa in my flat which belonged to the old tenants who were acquaintances.  It should have been picked up a year ago but they had postponed it.  Eventually they decided on one date and I stayed at home despite the fact that I had other things to do.  They did not come, nor did they call and they still have not got in touch with me.",anger
A girl I was with went off with another guy.,anger
[ No response.],anger
My father and I had an argument because I do not help enough at home.,anger
Quarrelled with my younger brother.,anger
A lady I live with had not bothered to clean up before she went   on holiday (I live in a collective).,anger
[ No response.],anger
The sight of a man who ran amok (fighting) at a dance.,anger
"With the job appointments committee when the headmaster in charge explained that a male teacher was more suitable for the particular post.  I had more years of service than the male teacher, but this was not taken into consideration.  I could have been given a less attractive job if things had gone the way the headmaster wanted.",anger
Someone didn't show up at a meeting in spite of having agreed to come.,anger
"When I tried to put up a tent some years ago, I was teased and hindered by my cousin.",anger
"A drunken friend of mine was beating up another friend, who was also drunk.",anger
"My mother and her friends were speaking badly about my father when they were separated, and my brothers and sisters and myself were allowed to listen.",anger
"I was accused of a misdemeanour, unjustly.",anger
Meeting generally dominating persons in social occasions.,anger
"When my father phoned me to come home from my vacation, since he no longer had the time to look after my garden and animals.",anger
When my car suddenly broke down !,anger
"Angry with my brother, who was making fun of me, teasing me.",anger
"Being subject to unfair treatment in a working group, someone ""bending the rules"" was protected by the boss. This resulted in more work for the others.",anger
"One of my best friends accused me of giving up to early on problems. It was only a casual remark on her side, but I was angry and hurt.",anger
"I was subject to false accusations, and got very angry.",anger
"I felt unfairly treated at an airport, being told to use a different counter (for domestic traffic only).",anger
When students in our working group showed no responsibility or interest in our work.,anger
"My nephew is a deaf and also ""hyperactive"" boy. I had been responsible for looking after him for a full day, and was very tired. Then he suddenly grabbed a knife and stabbed me in the leg. I got so angry that I didn't feel any pain.",anger
"A close friend first said he accepted an agreement, but later used that agreement as a reason for attacking me.",anger
"When I tried to breake it up with my boyfriend, and he refused to let me go.",anger
Having a fight with a class mate.,anger
I get angry when people disbelieve me or misunderstand me.,anger
"Being a spokesman for the union, I got into a quarrel with a colleague who had been acting disloyally over a sustained period of time.",anger
"When others let me down, fail to keep agreements.",anger
I was accused of having drunk a bottle of liquor and then refilling with water.,anger
When colliding with my car. I myself was to blame.,anger
When my mother treats me as a 10-year old boy.,anger
"Having agreed to share the taxi expenses, three people in the back of the car just ran off, leaving the person up front with the entire bill.",anger
Realizing that a friend had been talked into signing a certain contract.,anger
Receiving personal criticisms early in the morning.,anger
"Physical violence. A friend wouldn't listen to me I repeatedly tried to warn him, to no avail. Result: eight people were ""pissed off"".",anger
"In traffic I often get relatively angry with other drivers. Several transgressions make me mad, especially not yielding to priority traffic (e.g. coming from the right).",anger
"Having gone to school without learning anything, as usual.",anger
Being slandered by friends.,anger
Angry when our team (small boys) lost the county championship football final.,anger
"My father accused my brother of having bumped his car, and it was wrong.",anger
"I had a discussion with my mother concerning my sister's divorce, we disagreed strongly.",anger
A conflict with a pupil.,anger
"[ When I was treated unfairly, regardless of my motives or deeds.]",anger
My fiancee and I were at my parent's place watching TV. There were  only two TV-chairs and we were sitting on them when my drunken brother came in and rudely chased my fiancee off the chair she was sitting on.,anger
When a girl left me.,anger
"While in the army, I was treated unfairly by my superiors.  I was held responsible for a deed of which I was innocent.",anger
When stupid people push me during rush time in the city.,anger
[ An unfair punishment.],anger
"I had an implicit agreement with my sister about meeting her, however she had not understood the situation the same way so she did not turn up.",anger
When I learned that my brother had spoilt an LP of mine.,anger
After having quarelled with a relative of mine about politics.,anger
"I was disappointed and angry at the bad quality of a documentay program on TV.  In my opinion, the topic was important and the program should have been made with seriousness and consideration.",anger
When I realized that I was far behind the others in the language course and I could no longer catch up with the others.,anger
I was angry with a friend of mine who behaved in an affected manner.,anger
"When I did not find the rack used for beating up rugs, in the yard.",anger
"I had an appointment downtown, and the person in question was half an hour late.",anger
"I was coming home in a taxi with a fellow worker of mine.  He was criticizing my earlier conduct towards him, which to my mind was unfounded.  When I reached home, I ran out of the taxi and slammed the door.",anger
"A person close to me mistook my good intentions for bad, and therefore associated unpleasant traits to me.",anger
"My superior blamed me for some neglects at work in front of others.  In fact, the task in question was not supposed to be done by me.",anger
A relative of mine had come to see my husband to talk to him about a problem concerning his sister and me.  I was angry because this relative of mine did not dare to speak to me and instead spoke to my husband.  I got to know about it later the same day.,anger
"I am a school teacher.  One of the classes does not obey me at all, keeps on talking, does no work.  One afternoon, everything went wrong, and I got exceedingly angry.",anger
My mother carried on using mental pressure concerning something which was serious and a real burden to me.,anger
On the TV news I heard that Nicaragua had complained about the increasing threat of war with the USA.,anger
"When I checked my examination paper and realized that I had been careless, thoughtless, lazy and hasty so as to make unnecessary mistakes concerning things I know and understand.",anger
"A member of a religious sect tried to convert me, using really evil tricks to persuade me.  After he had left, I was anxious and angry for a long time. After the event, I was alone.",anger
My father had once again told me that I should be careful and try to seek admission to other places also apart from the faculty of Social Sciences at the university of Helsinki.  I was not at all interested in any other place and had no time to study for other entrance exams.,anger
When my room-mates were watching video-tapes and prevented me from watching the news.  The first feeling I had was that I was being treated unfairly and then came the feeling of anger.,anger
My friends promised me that they would definitely call me to tell me if they were visiting me or not.,anger
"When a friend of mine was drawn into a fight because of the stupid gang he belonged to. I felt angry with him and his friends. They could not think about anything sensible, but would fool around without taking into consideration the feelings of other persons.",anger
"My mother had for some time been trying to separate me from a good friend who, she thought, was not good company for me.  Finally, at breakfast one day, we had an argument and I tried to defend my friend.",anger
"My life-partner, who was drinking more and more, spoke about kicking the cat.  He had never done anything of the kind, but I knew that he would do so one day, without thinking about it.",anger
"A friend of mine ridiculed me, telling me that I would never accomplish anything. I felt that he had interfered with my life.",anger
"While having a discussion with my mother, I realized that she does not for a moment doubt the justification of her making the decisions concerning my life.",anger
The outrageous conduct of a relative towards me and those close to me.(blaming us and lying),anger
"[ For example, unfair pushing in a bus.]",anger
"I was at home, filling my tax report.  Nobody had time to help me.  I would have liked to do it quickly so that I could go and meet a friend of mine who had just returned from hospital.  I got angry as both my brother and my father refused to give me their calculator as I had not asked for it nicely.  I could not leave as I had to wait for help and the tax report had to be done.",anger
The housing council asked the city to cut 40 linden trees so that the inhabitants of the lower floors would have a view to the sea.,anger
My boy-friend came home late one night without having told me about it before.,anger
When I heard that my step-mother had treated my mother in a wrong manner.,anger
"In a tram, the ticket seller was commanding, taking the role of a leader, trying to emphasize her non-existent authority with undue strictness towards a good-humoured drunk who could not find his ticket at once.",anger
"A male, Honduran acquaintance of mine despised my opinions.",anger
"During the Summer, at my workplace, a person kept interfering with my tasks and making unfounded remarks.  I felt hatred for him but it stopped when I realized that he just longed for attention.",anger
When I quarelled with my parents.,anger
"A ""higher status"" colleague of mine despised my attitude and organization of work.",anger
They had returned much less of my taxes than I had expected.,anger
"My parents put pressure on me to buy clothes, when I would not have liked to do so.",anger
"Disagreements with mother.  When I moved from KankaanpSS, she had promised to help me move but broke her promise because of some hindrance.",anger
I was angry at my boyfriend who had promised to come to see me but did not because he spent the evening with his pals.,anger
"An utterance, which I had intended to be a joke, was taken as an offence.  In my opinion, this was stupid, and I got angry.",anger
I got angry at a friend of mine whom I caught reading my notebook (almanach).,anger
When my sister took my things without having asked for my permission first.,anger
"My brother told me that a person (whom I know) had insulted him.  I am very fond of my brother, and as he himself can not get angry or hurt, my protectiveness was aroused and I got angry.",anger
"When I saw a big man hit another one, and nobody did anything.",anger
"Without my permission, my son had made popcorn after coming back from school.  The consequences were a spoilt kettle and chaos in the kitchen but what could have happened with the hot grease ?",anger
"I was on vacation, and therefore I did not attend a meeting of the day care centre.  Nevertheless, the very day I came back they called me early morining to ask me ""what are you going to do about the matter ?"" (which had been discussed in the meeting).  Then I got angry.",anger
"One winter day I, unwillingly, was outdoors with my younger brother (10 years younger than me).  I lost my temper on him and wanted to throw my brother down the snow bank we were on.  I pushed him but not as hard as I had wanted to. We were alone the two of us.",anger
"A friend of mine had promised to arrange me some tickets for a concert which I considered important.  He could not get them the way he thought he would, so he gave up the whole thing.",anger
"The last day of school is traditionally celebrated by singing a song about all the students who are leaving.  In the song about me, there were things which irritated me a lot.",anger
I read in the newspaper that the Student Lodging Fund was going to build new appartments for refugees (in my opinion this is the state's affair).  This is when only a fractoin of the students can find an appartment.,anger
"While playing a ball game, I was just about to make a goal when I was thrown off my feet, and I failed to score the goal.",anger
"When I came for the lesson, it was cancelled and I had to fill in a questionnaire instead.",anger
My girlfriend started singing (she cannot sing) and did not stop despite my asking her to do so.,anger
"New Year's Eve party in the country, I hardly knew a person; my partner spent most of the time at the bar. I had little opportunity to get to know people because our table was separated and my boyfriend's parents were present.",anger
"At the weekend I wanted to be absent from school because of a sports event, but my teacher refused to give me the day off because he didn't like me.",anger
I had a quarrel with my parents; I was convinced to be right.,anger
"I wanted to go to a friend of mine who had a party; at the moment I wanted to leave, my father said I couldn't go because he needed me for some work in the afternoon.",anger
"I wanted to see a friend, I had been looking forward to it and had certain expectations, but he did not pay any attention to me, played cards with other people.",anger
"Recently a good friend only called me when he needed something. He never said ""please"" or ""thank you"" or any other kind word.",anger
When I lost my driving license because I had been driving while under the influence of alcool.,anger
A colleague asked me to study with her. I could not explain things as perfectly as she had expected. So she reacted in an aggressive manner.,anger
When we rearranged furniture in our flat and got stuck in a chair.,anger
I helped my little sister (13 years) learning mathematics. Obviously she did not want to understand what I explained and started to cry. I grew angry.,anger
"A friend of mine tried to persuade me to go at her place to act as a model because she felt too tired. It was a quarter of an hour before the appointed time, I had just lied down and did not want to go because it was too late anyway. She said that I only was talking about looking for work, but if it was possible I would not accept it. I was angry about this unjust judgment.",anger
A friend called me and told me that she wanted to come and see me. She lived in a village at 50 km distance fom my home town. Next morning I expected her but she didn't arrive. As I got impatient I called her but her parents told me that she had gone skiing. I was very angry because I had cancelled an appointment to be able to see her.,anger
"At the hairdresser's, I got two stains of dyestuff on my new trousers. These stains are not removable, so I cannot put on the trousers again.",anger
"A friend who shares the room with me, opened the window in the morning and left the room the whole day. When I came home in the evening, the room was so cold that I couldn't stay there.",anger
I arrived in Vienna in the middle of the night. I asked for some silly information - as I realized myself afterwards - and the inquiry  clerk reacted in a very arrogant manner.,anger
"I wanted to clear up a misunderstanding with a friend that I had caused. A third person meddled in our conversation, turned my efforts to ridicule so that I did not succeed in what I had intended.",anger
"I went singing with a group of young people on January 6th (The three Magi), a local custom called ""star singing"". One of the girls, my girlfriend, broke the star. Being the accompanying person, I felt very angry thinking of the consequences.",anger
"During a lecture, a colleague who did not know anything about the subject, got on my nerves asking silly questions.",anger
"During the Christmas holdidays I wanted to invite my brother, his girlfriend and their child for dinner. When I said to my brother's girlfriend that I would like them to come at my place for dinner, she refused and never mentioned it again as if I had never asked her.",anger
"After an exhausting day I came home and wanted to take a bath to relax. My father wanted to take a bath first and when he had finished after an hour, there was no hot water left for me.",anger
My mother treated me unjustly as if I was a little child. I said mean things. I was unable to defend myself adequately.,anger
It happened in a tram: some older people started to grumble about the young people just because I had not immediately left my seat to them.,anger
At the end of my holiday job I got less money than was due to me and nobody mentioned anything about that.,anger
I share my small flat with my friend. On her birthday we could not see each other until evening because we had to stay at the University all day. In the evening I left a lecture before it finished to be able to buy flowers for her. When I was at home she called me to tell me that she would stay the night with her boyfriend.,anger
"One day, when riding on a bicycle path, a car coming from the opposite direction forced me to get off my bike although I had the priority.",anger
"I was in ""Hainburg"" in December and I was angry about the politicians and the police.",anger
"I was waiting behind a car which was going to leave the parking place, because I wanted to park my car there. Because of uncoming traffic I had to wait for a short time - another driver placed his car on the place.",anger
I was angry about several drivers who showed an aggressive and dangerous driving habit.,anger
"When I was house-hunting: Another person got a flat that I would have liked, too, because he heaped a floot of words on the letter.",anger
"When I wanted to talk to someone I liked and whom I have been told likes me (by his brother and even by himself) however he avoids any confrontation, and is vague.",anger
My feelings towards would-be in-laws for their participation in recent broken relationship.,anger
When boyfriend lied to me.,anger
People hunting animals.,anger
"At school, a couple of years ago, a so-called acquaintance told lies about me to a teacher I was told about it by friends who overheard the conversation.",anger
"When I was dismissed unjustly from the firm where I worked, because there where persons that didn't have problems, and wouldn't miss in the jobs they occupied if they were dismissed.",anger
"When I talked with a teacher yesterday who, to say the least, was rude and unwise and had irrelevant opinions about a friend.",anger
When in a difficult moment I couldn't express myself correctly and my thought came out with distortions bringing about highly negative and distorted results.,anger
I was angry with a person who behaved terribly at a ball offending her relatives.,anger
My sister had promised to help me to do a translation from English into German. But the day I needed her she told me that she was busy - I was very angry.,anger
"As I usually do not start learning until a short time before an examination,, I once made up my mind to try to work for a longer time. But once again I did not do it - and got a bad mark.",anger
When I felt being treated unjustly by a teacher.,anger
"A friend was unpunctual, we wanted to prepare ourselves for an examination.",anger
"When we still attended school, my brother and I usually went to see our aunt and to show her our term's report. She rewarded us with money. Although my reports were as good as my brother's, he got more money.",anger
I had stolen a bottle of rum from a person who knows me well. He threatened to call the police if I did not pay 500 Shillings.,anger
I had arranged with a friend to go with him to Carinthia by car. We had arranged a place where to meet. I was a bit late and my friend had left already. I had no money to go by train. I nearly started to cry because I was so angry - it was very important for me to go to Carinthia.,anger
"At an examination I got a bad mark just because of a small mistake. When I went to the lector and wanted to talk about that, he did not listen to me but sent me away.",anger
"When I am discussing something with a person and I realize that the other person is thinking over her own argumentations instead of listening, I become angry.",anger
I was very hungry and just wanted to start eating when a friend called me who usually talks for a long time. I was angry because I was prevented from eating.,anger
A friend had promised to call me at a certain time. I expected his call impatiently but in vain.,anger
I had studied for almost one week for my physics-examination. With difficulty I passed the examn. I was angry about the teacher and also about myself because I had not remembered enough during the examn and because the time that I spent studying was wasted.,anger
"I had got a bad cold. My father said I must be crazy to go by motorbike at those temperatures. When I answered him that I did not care about a cold, he said that if I did not care for anything I could leave him (it was for the second time he said something like that).",anger
"My parents are divorced, father pays alimony for me. Two years ago my sister who lives with father, suddenly asked mother for money. As she considered the amount of money my mother offered her too small, she brought an action against mother. I was terribly angry with my sister.",anger
A man treated his dog very badly - he insulted and beated him until the dog kept lying on the floor with his tail drawn in.,anger
"When I come home in the evening, the first thing I do is to sit down and smoke a cigarette. One day I found the flat in a totally desolate state. My girl-friend had wanted to tidy up but had not finished.",anger
"I was angry about how the government acted concerning Hainburg, especially when I saw a discussion about it on TV.",anger
"Once when I was playing table tennis I was already sure that I would win , but at last I lost the game.",anger
A friend of mine told other people that I was a slattern (because of an occurence that had happened some time ago). When I heard about that I was very angry.,anger
"A friend of mine uses butter instead of oil when he is cooking. I am always angry about that, because it is an unnecessary luxury. Recently we both were cooking and he wanted to use butter again. When I had already put the oil into the pan, he poured it out again and put the butter into the pan.",anger
I had not eaten anything for 2 days to be able to pay the fine for my fiancT. But he stayed in another town and spent one thousand shillings in the restaurant during the same time.,anger
I bought an aquarium which made me much pleasure. I was watching the fish when my father came in and asked me how much I had payed for it. He said he would not pay for the current that it would require.,anger
"When I played in a chess championship, I was disturbed by other people. I asked them to be quiet, but in vain.",anger
I have a very big family. At my grandmother's funeral we all met and everybody pretended mourning. In reality it was like a fashion-show: everybody wanted to show himself.,anger
When my mother kept me in leading-strings.,anger
My girl-friend did not understand me; I was angry with myself because I had problems when we seperated - I could not resign myself to it.,anger
I had an accident with damage to the car body.,anger
"I heard friends grumbling at me in an adjoining room, although they had behaved in a friendly way when I was present.",anger
My boy-friend had promised me to come home at about 10 p.m. He did not return until midnight and had consumed a lot of alcohol.,anger
"A friend had promised to get me a book which was very important for my work, but she forgot it.",anger
At an office an application that I had made was turned down because of a scrupulous interpretation of the rules.,anger
I was angry when I watched a ski-race. All the Austrian skiers dropped out.,anger
"My father had bought too many goods for his shop, there was not enough space to store them.",anger
My boy-friend had promised me to come an 10 a.m. - he was 3 hours late.,anger
I played chess with my 12-year-old brother. I made a stupid mistake - and he won!,anger
A friend had promised me to give me a lift to Graz. To be sure I called her before we went. She told me that she had just promised another person to give him a lift.,anger
"Boyfriend ""chatting up"" another girl.",anger
Heated discussion with spouse concerning new house.,anger
"A friend whom I had gone out of my way to do something for did not bother to acknowledge my efforts, and treated me badly thereafter.",anger
Being stopped by the police for a traffic offence which I don't think I committed.,anger
"A person walking his dog allowed it to defecate on the footpath outside my house. Although it had happened before, this was the first time I had witnessed it. All the skills I had learnt from PY 263 were thrown out the window when his indifference to my protestation was obvious to me.",anger
"When the person I am going out with let me down in a situation that I was depending on them, and didn't show respect or care.",anger
"At one of my close friends saying she didn't like the way I am nice to people I don't know, or who have been nasty to me.",anger
As for disgust.,anger
Anger towards my lover for being late.,anger
"I had been having a heated argument with a lover - whose intention was that we should marry in the near future - and was rejected by her when I started to cry. When I stopped crying for a moment she said ""There, have you got it all out now ?"".",anger
The mother of a person with whom we had been sharing a housing accused me of trying to rip her off over payment of bills in the house.,anger
Anger with boyfriend's best friend for alienating me and blaming me for personality changes in my boyfriend and changes in my boyfriend's attitude to him and his obvious egoistical attitude himself in doing so. I also lost one of my best friends - his girlfriend.,anger
I was enjoying the company of bird life while I was eating lunch in a park when a group of people began throwing sticks at some of the birds - for no reason other than the satisfaction of seeing them being scared away.,anger
"I was at the corner shop, which I patronise regularly I had only a $ 50 note and I purchased about $ 3 worth of goods that I really needed - the keeper made sarcastic remarks to others about people using him to cash notes.",anger
When my rights to use a shared house had been usurped by co-owners out of pure selfishness.,anger
I walked in on a teenage patient of mine (I work in a hospital) as he was going through my office drawers and he had removed money from my purse.,anger
Not being alowed on a school camp with the class I'd been in for 11 years (I had stayed down due to illness),anger
Last night - finding that someone in the house had eaten an entire packet of almonds I had bought for a family treat.,anger
Finding that a subordinate at work was still not willing to cooperate after discussions to try and resolve an attitude problem.,anger
"Following an argument with my brother, he broke my golf clubs.",anger
At school when I had a shouting argument with a friend over my ability to carry out a particular duty in the correct way without harming her.,anger
Doing a group assignment and being left to do all the work and take the blame for any mistakes.,anger
Brother provoked anger. It was when mother and father were away and we had to look after ourselves. He accused me of being selfish and a snob.,anger
"When my mother and father split up I was angry: I felt deprived and ""different"" from other children at school.",anger
"At a school dance when my supposed ""best friend"" kept walking away from me whenever I came near her.",anger
"A person ignored my advice, did not pay any attention to what was saying. She acted as though I wasn't even there. We were doing group work so everybody had the right to speak yet she just ignored me. She made me feel insignificant.",anger
"At the hardware store, trying to convert Imperial to Metric measurements, I made a mistake, and didn't buy enough tiles for the bathroom. I was angry at myself, because I hope to be a Maths teacher.",anger
"Going away for the weekend, leaving my College room open - when I returned several friends had had a party there, leaving the mess.",anger
"When I received the mark well above requirements for the course I wanted to enter, yet I was not accepted - anger at the injustice of it, because I didn't receive early release of H.S.C. marks.",anger
In a situation whereby a friend's actions were deliberately against my wishes and (with) no regard to my feelings.,anger
When a friend wouldn't speak to me and wouldn't tell me why.,anger
"When I was accused of ""bitching"" about best friend.",anger
When I was put into a tennis team below my standard.,anger
When my sister lost my favourite jumper at a party and failed to tell me for several days after it happened.,anger
"While at school I had to write an essay for doing something wrong that I didn't do. I wrote the essay about how I was mistreated and got Saturday morning detention along with a few other kids, but they didn't show up.",anger
"Getting terrible meals, but paying heaps for them.",anger
My younger brother and I had been fighting over the TV/Video. He kept on turning it on and off every 2 seconds and was not listening to my authority and was being cheeky. We fought and I ended up in tears - he'd won.,anger
Can't remember exact example.,anger
When I was left by the person I loved without any reason.,anger
I feel it when I see that somebody is traying to made a stupid of me.,anger
I was with my girlfriend when some guys that I don't like made fuss at my girl.,anger
When an unknown person provoked me verbaly and physically.,anger
I learned that my girlfriend had been unjustly missed from work.,anger
I was indignant at the unimpartiality shown by the referees at the football match between Bulgaria and France.,anger
"When I talk to silly, petty-minded and unmanageable people.",anger
My grandfather's funeral.,anger
An unjust calumny concerning me.,anger
With self at losing an important game that I should have won.,anger
I was angry at a University tutorial when an ignorant loudmouth persisted in trying to dominate the conversation.,anger
"As a child - about 8 years old - walking across a paddock - being set upon by another boy who claimed it was ""his land"" - being intimidated by the boy - crying, being punched, etc.",anger
"I was informed by my flatmate that, when we'd moved into our flat, she'd expected us to buy our food separetely - this event actually happened some 5 months after our sharing began. Prior to this, she had said nothing.",anger
"When my brothers were being cruel to my boyfriend, because his flat-mate bent back one of my brother's fingers. It wasn't his fault.",anger
"My flatmate was asking questions about my relationship with my boyfriend, whether I wasn't treating him as unfairly as I claimed he'd been treating me. As a result, I was angered, and became defensive.",anger
"Anger at doctors for their treatment of me after giving birth. They left part of placenta behind and I bled heavily for twelve weeks - due to this, I felt weak and emotional, and they said I needed psychiatric treatment and give me no support.",anger
"My ex-boyfriend began to date my best friend. After they had been seeing each other, I found out that he had been sleeping with another girl, without my friend knowing, I told my friend what he had been doing behind her back.",anger
"After seeing an ""uncertain"" child work on a model for several hours, I watched a ""bully"" of the same age destroy it, telling the child that it was worthless.",anger
"When a so-called friend let me down, when she promised to tell me when a certain concert was occurring, and that she'd get me tickets. I was really looking forward to it. She did nothing, just told me out of the blue one day what a fantastic concert it was going to be.",anger
One day in a crossroad somebody crashed my car. I got out and this person laughed at me. I felt such a great anger that I got in my car and went away.,anger
When one teacher unjustly gave me zero in a test saying that I was cribbing.,anger
"I went to the school library and asked for a book, but the librarian told me that there wasn't such. However when an other colleague asked for it she gave it to him.",anger
I feel anger when somebody forbids me to do something.,anger
When they changed my office to another room without my agreement.,anger
This feeling occurred to me when my colleague entered in G.V. (University) and I didn't.,anger
"I felt anger when I had a fight with my father, and he beated me. My mother came to help me (because I was beeing beated) and he also beated my mother.",anger
I feel anger when things don't come out as I wish.,anger
When they denied a job to a person that I propsed giving political reasons that has nothing to do directly with the professional level.,anger
When they stole my dark blue tennis.,anger
"I felt anger of a friend when she met ""a date"" and become nervous and pest as she always gets when she meets him.",anger
"I'm crazy about football. When my team lost a goal in the Paulist championship, and so it lost the classifications.",anger
About the car (sadness) I felt anger the way I acted after negotiating it.,anger
"Nearby the end of the year my wife and I were having a car ride, when it appears another vehicle, driven by a drunk driver and provokes an accident.",anger
The fact that I hadn't been informed about something and I had the greatest trust in this person.,anger
"When I used to go to my chief asking about any doubt about the job and he didn't care, didn't answer me, leaving me speaking alone.",anger
"When a person is privileged in account of situations that are unjust, and disloyal to colleagues and friends.",anger
Once in my work it happened a fight between the person in charge and me. I got so angry and spoke out everything I felt at the moment.,anger
"When my boss cut off my vacations saying that in that month it wouldn't be possible, and after some time he let another girl take vacations that month. The anger was because of the resentment. Resulting from our bad relationship.",anger
"When my mother slapped me in the face, I felt anger at that moment.",anger
When I was robbed in a bus.,anger
"One day I lent my tennis I just had washed to my sister because she asked it. I asked her not to soil it as I had just washed it. Next day I looked at the tennis, and it was dirty with wax. She could not have soiled it. It was lack of consideration. I felt very angry.",anger
In certain occasion I have a fight with my boyfriend. During the fight I closed the door at his face. He went away but came back next day.,anger
My mother in law slept in my bed.,anger
In the last year of the high school we had a huge fight between my group and the graduation commission (two students of my classroom) because they accused us unjustly of a gossip about them.,anger
When a boy tried to fool me so he would be OK trying to show me that he is a gook boy.,anger
I loved a person and he went away. It wasn't necessary that he left me to reach his goals.,anger
"My mother was ill and asked me to prpare our lunch. I went to do it, and while I was working, she stayed behind me telling what I had, or not to do. I asked her to stop meddling, and to go to bed. When I went to ask for help to my sister, my mother said that I was proud, that I asked for help only when I wanted and that I wasn't able to cook by myself.",anger
A girl entered in the division where I work and greeted everybody but not me.,anger
When my chief accused me of an error that I hadn't made.,anger
"I don't use to lie to my parets about what I do, and the two times that I felt anger were when they doubted me I said that I was going to the club, and they didn't believe me because the day before they had met me at FLIPERAMA. I had the wish to kill them.",anger
"When I was misleaded by a person who assured that something would not occur, that I had no reason to prepccupy myself, and suddenly I saw myself implicated by the fact, because of the incompetence, and irresponsibility of that person.",anger
"I felt anger when I saw that I was being misleaded by my boyfriend, he went out with other girls. I felt anger for his falsity.",anger
When my sister took something that belonged to me without my permission.,anger
When I realized that the person I was courting hadn't been really by my side for a long time already. He had deceived me and I let him deceive me.,anger
"I felt much anger and perhaps I feel it till now, against my girlfriend's sister who incited her to betray me just when I needed her very much. She didn't think of anything, simply passed over everything.",anger
Without the employer's knowledge and even without any communication their bank accounts were changed and their personal accounts closed.,anger
"A ex-boyfriend tried to prejudice me before my fiancT and his family saying things about me that let his family worried. We had to postpone our wedding and we were already using our wedding rings. To be honest I didn't feel just anger, I felt hate.",anger
"When my brother went out with my new shirt that I adored, and returned it dirty with grease.",anger
"My grandmother is a highly authoritative person, who lives alone, is independent, but doesn't know to live without commanding the others. I hate this!",anger
When I had a serious argument with a dear person.,anger
Discussion with my mother about the way to educate my children. I felt anger against my mother.,anger
"And she said absurd things, false things that filled my ears and inflated my head which seemed to be caught in a carcass where the heart wanted to explode and where the arm wanted to knock down the world.",anger
"I felt much anger when my fahter interferred in my relations with another person whom I liked very much, ending something that I adored.",anger
When a colleague was rude with me because she didn't understand the subject about which I was discussing.,anger
I felt anger against a person who told bad things about me in my absence.,anger
"I was on a farm with a few friends and during the talk I discovered that a friend of mine, was being betrayed by her boyfriend and a 3rd friend of ours.",anger
